gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
1,0,1,1,0.5264754446436519,1,1,1.0501361939070442,0.9772596819779812,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False
1,0,1,0,0.4856731631546795,1,1,-0.15014237484016968,0.15545400878794444,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False
0,0,1,0,1.6281370448459058,1,1,1.538892286998015,2.578110696466481,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,True,True,False,False
1,0,0,0,-0.6567907185365469,1,0,-0.3014240227016608,-0.6113043906703044,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
1,0,0,0,0.11845262975392819,1,1,0.8257073756509862,0.4426002831656476,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False
1,0,1,1,-0.5751861555586021,0,0,-0.5973375756615001,-0.6392272422530284,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False
1,0,0,0,0.5672777261326243,1,0,-1.473441184705519,-0.599483199333059,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False
1,0,0,0,-1.2688249408711325,1,1,0.36355025361258514,-0.9661840953368391,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,0,1,0,-0.6567907185365469,1,0,0.8755804463745547,-0.3897180442342473,False,True,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False
1,1,1,1,0.44487088166570715,1,1,1.542217158379586,1.0798356856079245,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False
0,0,1,1,-0.779197563003464,1,1,-1.3088600513177433,-0.8520974007049628,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False
0,0,0,1,1.2201142299561822,1,1,1.1897807919330359,1.845329905129545,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,True,False
1,0,1,1,1.546532481867961,1,1,0.8572936537759129,1.7669951062493376,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False
1,0,0,0,-1.2688249408711325,1,0,-0.6006624470430715,-0.9790476806569185,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1,0,0,0,1.5057302003789887,1,1,1.4009101246628088,2.260136174511346,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False
1,1,0,0,-1.2688249408711325,0,1,-0.8217663939175581,-0.981997433842385,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
1,0,0,1,-0.6975930000255193,1,0,-0.3047488940832318,-0.616094967272265,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False
1,0,1,1,1.1793119484672099,1,0,-1.456816827797663,-0.420302327262505,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False
1,1,0,0,0.7712891335774861,1,0,-1.3088600513177433,-0.44037395608090474,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False
0,0,1,0,1.6281370448459058,1,1,1.4923440876560177,2.5976943961865326,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,True,False
1,0,1,1,1.424125637401044,1,0,0.7658596907827042,1.625828346659156,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False
1,0,1,1,0.07765034826495582,1,1,0.8539687823943415,0.3741571378246734,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
1,0,1,0,-0.0039542147129889285,1,0,0.2039564272971662,-0.02295061244432883,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,True,False,False,False,True
0,1,1,0,0.20005719273187292,1,0,-1.4884031059225895,-0.6767534256350531,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True
0,0,0,0,-0.41197702960271265,1,0,-1.2672991590481029,-0.7308248411701453,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True
1,0,1,0,0.7304868520885137,1,0,1.1648442565712518,1.2447778994448737,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,True,True,False,False,True,False
0,1,1,0,1.6281370448459058,1,1,1.5089684445638738,2.582413343970094,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True
0,1,0,0,-0.8608021259814087,1,1,1.0185499157821174,-0.5026514519063925,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False
0,0,0,0,-0.9016044074703811,0,0,-0.7868552444110601,-0.8002882018985741,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
1,0,0,0,-1.1056158149152429,1,0,1.0684229865056858,-0.7811037168953522,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False
0,0,1,0,-1.0240112519372981,1,1,-0.46766759178022227,-0.8420726755934527,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0,1,1,-1.2688249408711325,1,1,0.1806823276261675,-0.9686237408285783,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,0,0,0,-1.1464180964042154,1,0,-1.4435173422713778,-0.961659661879432,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False
1,1,0,0,0.5672777261326243,1,0,0.6860627776249945,0.7611292700052684,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
1,0,0,0,-1.1872203778931878,1,1,1.2363289912750328,-0.8672453813491252,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False
1,0,0,0,1.301718792934127,1,0,0.7375982840393485,1.4988558881118208,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False
1,0,0,0,-0.08555877769093367,1,1,0.9952758161111187,0.18905458078780696,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False
1,0,1,1,1.2609165114451546,1,1,0.8971921103547673,1.5574739156996997,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False
0,0,1,0,0.6080800076215966,1,0,-1.24568749506789,-0.4447431393706559,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False
1,0,0,0,-0.3303724666247679,1,0,-0.13019314655074227,-0.36050883411951534,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
1,1,1,0,-1.2688249408711325,1,1,0.3336264111784443,-0.9665833100536692,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,0,0,0,0.44487088166570715,0,1,-0.5092284840498627,-0.07864106544212085,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False
1,0,0,0,-0.2895701851357955,1,1,1.3676614108470966,0.19187126240099692,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False
0,0,1,0,0.4856731631546795,1,1,-0.09528199704424445,0.20790638686033708,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True
0,0,1,1,1.6281370448459058,1,1,-1.4717787490147334,-0.41129781753844946,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False
1,0,0,0,0.5672777261326243,1,0,-1.47676605608709,-0.5972431611997349,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False
1,1,0,0,-0.3711747481137403,0,1,-0.9880099629961197,-0.6587222275915625,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1,0,0,0,-1.1872203778931878,1,0,0.8755804463745547,-0.894170196139774,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True
0,0,1,1,1.0161028225113204,1,1,1.0185499157821174,1.4559403060525906,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,True,False
1,0,0,0,0.11845262975392819,1,1,1.482369473511304,0.7860136540210081,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False
1,1,1,0,1.5873347633569335,1,1,0.9188037743349805,1.9214246658764282,False,True,True,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,True,False
1,0,0,0,-1.1872203778931878,1,1,0.3336264111784443,-0.8977631285912445,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,0,0,0,-0.9832089704483259,1,0,0.21060617006030877,-0.7541123663185649,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,0,0,-1.2688249408711325,1,0,-1.4751036203963046,-0.9907136218265078,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
1,0,0,0,-1.2280226593821602,1,0,-0.6472106463850686,-0.9503263996405343,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,1,-1.0648135334262705,1,1,-0.6571852605297822,-0.88390150647909,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0,0,0,-1.2688249408711325,1,0,-1.451829520725306,-0.9904031214911956,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False
1,0,0,0,0.36326631868776244,1,0,0.021088501310748582,0.12345029565540228,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True
1,0,0,0,-1.2280226593821602,1,1,0.19730668453402364,-0.9357107052854787,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,0,0,0,-1.0240112519372981,1,1,0.3569005108494426,-0.75431197367698,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,0,0,-1.1872203778931878,1,0,0.7093368772959932,-0.8856979727048252,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
1,0,1,0,0.03684806677598344,1,1,0.963689537986192,0.37193927828672874,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False
0,0,1,0,-1.2280226593821602,1,0,-1.4717787490147334,-0.9804449321658236,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False
0,0,0,0,-1.2688249408711325,1,0,-1.4900655416133752,-0.9909132291849228,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
0,0,0,0,-1.0648135334262705,0,1,-0.5025787412867201,-0.8862080803985526,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,False,False,False,True
1,0,0,1,0.7304868520885137,0,1,-0.7087207669441364,-0.020156109426518402,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False
1,0,0,0,-0.9832089704483259,1,0,-0.6920964100362802,-0.8508110421729548,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0,0,0,1,1.1793119484672099,1,1,-1.3088600513177433,-0.3349590922423922,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False
0,0,0,0,0.36326631868776244,1,1,0.5381060011450747,0.44818928920126827,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,False,True,False
0,0,1,1,1.0977073854892652,1,0,-1.4917279773041607,-0.45725186716466404,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False
0,0,1,1,-0.41197702960271265,1,1,0.17070771348145392,-0.3350256280285305,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,False,False
0,0,1,0,0.03684806677598344,1,1,-0.4294315708921529,-0.21938643172009273,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
0,0,0,0,-1.1056158149152429,1,1,0.692712520388137,-0.788977118255056,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
1,0,0,0,0.4856731631546795,1,1,0.8656058322298411,0.8026476005555935,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True
1,0,1,1,0.36326631868776244,1,0,0.1374589996657416,0.2601369789789353,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False
1,0,1,1,-1.2688249408711325,1,0,-1.486740670231804,-0.9908688719941638,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True
0,0,0,0,1.3425210744230993,1,1,1.352699489630026,1.9919747777784502,False,True,True,False,False,False,False,True,False,False,False,True,False,True,False,True,True,False,False,False,False
1,0,0,0,1.301718792934127,1,0,1.1598569494988946,1.9055669701801234,False,True,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,True,False,False
0,0,0,0,-1.0648135334262705,0,1,-0.03210944079439114,-0.8448671786112629,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True
1,0,0,0,-1.2280226593821602,1,1,0.3768497391388702,-0.9156612550624585,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,0,0,0,1.424125637401044,0,1,-0.4992538699051488,0.473672495292253,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False
0,0,0,0,-1.1464180964042154,1,1,0.49155780180307773,-0.8588618722956941,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
0,0,0,0,0.6896845705995414,1,0,1.206405148840892,1.1817906885672436,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False
1,0,0,0,0.7712891335774861,1,0,0.519819208546433,0.8822022221816708,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
0,1,0,0,1.5057302003789887,1,0,1.52559280147173,2.3128103385375334,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False
1,0,1,1,-1.1872203778931878,1,1,-0.27316261595830527,-0.9249984437172056,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True
0,0,1,1,1.2609165114451546,1,1,1.1731564350251797,1.7998859631970576,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False
0,0,1,1,0.03684806677598344,1,0,0.7242987985130638,0.21833032668867727,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
0,0,1,1,1.301718792934127,1,0,-1.4817533631594473,-0.4066846696995244,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False
1,0,1,1,0.20005719273187292,1,0,0.8922048032824108,0.44093688851218904,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False
0,0,0,0,0.6080800076215966,1,1,1.3078137259788145,1.0987762060619728,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,False,True,False
0,0,1,1,0.7304868520885137,1,1,0.17901989193538198,0.5785107156509,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,1,1,0,1.6281370448459058,1,1,-1.2855859516467445,-0.14020884621546617,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False
1,0,1,1,1.546532481867961,1,0,-1.2955605657914584,-0.20911774205940872,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True
0,0,0,0,-1.1056158149152429,1,1,0.9819763305848341,-0.7836320767686092,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True
1,0,1,1,-1.2688249408711325,1,1,0.855631218085127,-0.9596192311045229,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
1,0,1,0,1.4649279188900164,1,1,1.4408085812416636,2.2477605182896148,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False
1,0,1,1,1.6281370448459058,0,0,-0.11356878964288612,1.0182457262392,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False
1,0,0,0,-0.0039542147129889285,1,1,0.01610119423839155,-0.10758413241229936,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False
1,0,0,0,0.7304868520885137,0,1,-0.9763729131606202,-0.20896249189175253,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
0,0,1,0,-1.1464180964042154,1,0,-1.4701163133239479,-0.9590425876246571,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False
1,0,0,0,1.6281370448459058,0,1,-0.10525661118895804,0.9478065073140755,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False
1,0,0,1,0.975300541022348,1,1,-1.3155097940808858,-0.3678499491901123,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True
0,0,0,0,-1.2688249408711325,1,1,0.3502507680863005,-0.9663615240998747,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
0,0,1,0,-0.9424066889593534,1,1,0.511507030092505,-0.6584339058516298,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
1,0,0,0,0.36326631868776244,1,1,-0.2881245371753757,-0.007070738152644549,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
0,0,1,1,0.03684806677598344,1,0,0.8057581473615586,0.28176110947389627,False,True,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False
0,1,0,0,-0.6567907185365469,1,0,-0.1651042960572403,-0.5454117837979667,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False
0,0,1,0,1.6281370448459058,1,1,1.5023187018007311,2.6222239226762016,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False
1,0,0,0,-1.0240112519372981,1,1,-1.5100147699028026,-0.9416767474425499,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
0,0,0,0,-1.2688249408711325,0,0,-1.3288092796071707,-0.9887619054331164,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1,0,1,0,1.6281370448459058,1,0,0.5913039432502146,1.5661679250884433,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False
0,1,1,0,-0.8608021259814087,1,1,1.3194507758143137,-0.49672976694008003,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False
0,0,0,0,0.15925491124290056,0,0,-1.107705332732684,-0.49996784186547943,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
0,0,0,0,-1.2688249408711325,1,1,0.17403258486302495,-0.9687124552100962,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,0,0,0,1.546532481867961,1,0,0.6760881634802809,1.6578764169824574,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,False,True
1,0,1,1,0.20005719273187292,0,1,-0.8034796013189163,-0.3229826507374907,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False
1,0,0,0,-0.3303724666247679,1,1,1.0517986295978297,-0.05812586471613218,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False
0,0,0,0,-1.2280226593821602,0,1,-0.6355735965495692,-0.961659661879432,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
0,0,0,0,0.8528936965554309,1,0,1.1382452855186815,1.3566023773480467,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True
1,0,0,0,0.03684806677598344,1,1,0.4865704947307207,0.14341103149690476,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False
0,0,0,0,-1.2688249408711325,0,1,-1.3038727442453864,-0.9884292265024247,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0,0,1,0,0.8528936965554309,1,1,1.0135626087097604,1.2183631923479519,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,False,False
1,0,1,1,-0.9424066889593534,0,1,-1.1442789179299673,-0.889157833584019,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
1,0,1,1,0.7304868520885137,1,0,1.3078137259788145,1.2497902620006287,False,True,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False
0,0,0,0,-0.8608021259814087,1,1,-0.6555228248389967,-0.7901082266194078,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1,1,1,0,1.3833233559120717,1,1,1.1864559205514644,2.0485967317821787,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False
0,0,1,0,1.0977073854892652,1,0,0.963689537986192,1.3897150202495612,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False
1,0,0,0,-1.2280226593821602,1,1,-1.486740670231804,-0.9857456164615117,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False
1,0,0,1,-0.20796562215785078,1,0,-0.27150018026751954,-0.30426391623723725,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True
0,0,1,0,-0.41197702960271265,1,1,0.16239553502752582,-0.3102743155850674,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,0,1,1,0.6080800076215966,1,0,-0.33633517220815856,0.12628915586397135,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
1,0,0,0,-0.6159884370475746,1,1,1.0401615797623307,-0.27212713153241824,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False
1,0,1,1,1.301718792934127,1,1,0.28874064752723244,1.0801683645386162,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,True,False,True,False,False
0,0,1,1,0.8120914150664585,1,0,1.1232833643016114,1.215346903376347,False,True,True,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False
0,0,0,0,-0.6567907185365469,1,1,-0.47265489885257905,-0.661472373418614,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,0,1,0,1.6281370448459058,1,1,1.3094761616696,2.258982887551615,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False
0,0,1,1,1.5057302003789887,1,1,0.9620271022954064,1.8384101833711575,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False
0,0,1,1,-0.3711747481137403,1,0,0.7060120059144217,-0.17081530783910334,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
0,0,1,1,0.28166175570981766,1,1,0.5696922792700014,0.37872592847283965,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
0,0,0,0,-0.6975930000255193,1,1,0.9853012019664051,-0.33180973169851063,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False
1,0,1,1,-0.2895701851357955,1,1,-1.2955605657914584,-0.7570177623132726,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False
0,0,1,0,0.5264754446436519,1,0,-1.2922356944098872,-0.5023187729757008,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True
0,0,0,0,-0.8608021259814087,1,1,0.4865704947307207,-0.5873736862558808,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0,0,0,-1.2688249408711325,1,0,0.38682435328358383,-0.9658735950015269,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,0,1,1,-0.6159884370475746,1,1,-0.08032007582717382,-0.5246526185228041,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True
0,0,0,0,0.2408594742208453,1,0,0.1258219498302425,0.17867499815022583,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False
0,0,1,0,-0.6975930000255193,1,1,-0.4410686207276523,-0.6841388978964089,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,0,1,0,-0.3711747481137403,1,0,0.6611262422632103,-0.12659118865248567,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False
1,0,0,0,-1.1872203778931878,1,0,-1.451829520725306,-0.9740796752919224,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
1,0,0,0,-1.2688249408711325,1,0,-1.4684538776331622,-0.9906249074449901,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
0,0,0,0,-0.49358159258065737,0,0,-1.3121849226993145,-0.7751598533336603,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1,0,0,0,-1.1056158149152429,1,1,-0.2847996657938046,-0.8778911071312598,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
0,0,0,0,1.0569051040002928,1,1,0.2239056555865934,0.907419285128102,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False,True,False,False
0,0,0,0,-1.2688249408711325,1,0,-0.6388984679311405,-0.9795577883506458,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1,0,0,0,0.07765034826495582,1,1,1.3959228175904517,0.5747625330317735,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False
0,0,1,1,-0.12636105917990603,1,0,-1.4751036203963046,-0.7600340512848773,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False
0,0,1,1,-0.9016044074703811,1,1,-1.4817533631594473,-0.9123122871601619,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False
1,0,0,0,-0.8608021259814087,1,0,-1.4634665705608054,-0.9041062068697664,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
0,0,0,0,-0.5343838740696297,1,0,-1.4667914419423767,-0.8294086976317881,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False
0,0,0,0,-0.2895701851357955,1,0,-1.3171722297716713,-0.6925889427359785,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False
0,0,0,0,-1.1464180964042154,1,0,-0.3047488940832318,-0.901710918568786,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
1,0,1,1,-1.0240112519372981,1,1,0.23221783404052146,-0.7708128486392887,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False
0,0,1,0,1.3833233559120717,1,1,0.8705931393021976,1.7199321268541505,False,True,True,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False
1,0,0,0,-1.2280226593821602,1,0,0.19730668453402364,-0.9408561394135104,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False
1,0,1,1,1.4649279188900164,1,1,0.7026871345328506,1.5272666687928929,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
